Price,Adj Close,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,
1993-04-15,25.053091049194336,44.9375,45.03125,44.75,44.90625,148600
1993-04-16,25.053091049194336,44.9375,45.03125,44.875,44.96875,47900
1993-04-19,24.94854736328125,44.75,45.0625,44.71875,44.9375,157000
1993-04-20,24.826608657836914,44.53125,44.75,44.25,44.6875,279500
1993-04-21,24.809179306030273,44.5,44.625,44.375,44.625,67900
1993-04-22,24.495590209960938,43.9375,44.6875,43.9375,44.3125,97700
1993-04-23,24.391048431396484,43.75,43.96875,43.6875,43.84375,106000
1993-04-26,24.19940757751465,43.40625,43.9375,43.28125,43.78125,62600
1993-04-27,24.460735321044922,43.875,43.875,43.34375,43.34375,156800
1993-04-28,24.408479690551758,43.78125,43.90625,43.71875,43.8125,85900
1993-04-29,24.513025283813477,43.96875,43.96875,43.625,43.875,85000
1993-04-30,24.5478515625,44.03125,44.28125,44.03125,44.125,88500
1993-05-03,24.704647064208984,44.3125,44.3125,43.90625,44.09375,80500
1993-05-04,24.791765213012695,44.46875,44.625,44.34375,44.40625,149100
1993-05-05,24.8614444732666,44.59375,44.75,44.46875,44.46875,109000
1993-05-06,24.774333953857422,44.4375,44.5625,44.40625,44.53125,54700
1993-05-07,24.722082138061523,44.34375,44.46875,44.28125,44.46875,68000
1993-05-10,24.774333953857422,44.4375,44.6875,44.40625,44.40625,113900
1993-05-11,24.878877639770508,44.625,44.625,44.3125,44.4375,42600
1993-05-12,24.844030380249023,44.5625,44.59375,44.4375,44.4375,31000
1993-05-13,24.5478515625,44.03125,44.375,44.0,44.375,129100
1993-05-14,24.530437469482422,44.0,44.15625,43.96875,44.03125,63500
1993-05-17,24.617549896240234,44.15625,44.15625,43.9375,44.125,34000
1993-05-18,24.600116729736328,44.125,44.21875,43.96875,44.1875,105200
1993-05-19,25.10537338256836,45.03125,45.03125,43.84375,44.125,50200
1993-05-20,25.175052642822266,45.15625,45.15625,44.9375,45.03125,98200
1993-05-21,24.94854736328125,44.75,45.25,44.71875,45.1875,221400
1993-05-24,25.053091049194336,44.9375,45.09375,44.84375,44.84375,30500
1993-05-25,25.10537338256836,45.03125,45.125,45.03125,45.125,191800
1993-05-26,25.418964385986328,45.59375,45.625,45.125,45.15625,102400
1993-05-27,25.331850051879883,45.4375,45.65625,45.375,45.65625,53800
1993-05-28,25.20987892150879,45.21875,45.40625,45.0,45.40625,79100
1993-06-01,25.453805923461914,45.65625,45.8125,45.3125,45.375,28300
1993-06-02,25.418964385986328,45.59375,45.75,45.34375,45.53125,20300
1993-06-03,25.331850051879883,45.4375,45.5,45.34375,45.5,21600
1993-06-04,25.24473762512207,45.28125,45.3125,45.09375,45.3125,32000
1993-06-07,25.157625198364258,45.125,45.375,45.125,45.375,121400
1993-06-08,24.931140899658203,44.71875,45.0,44.71875,45.0,104500
1993-06-09,25.01824378967285,44.875,45.0625,44.8125,44.875,43300
1993-06-10,25.03568458557129,44.90625,44.9375,44.75,44.84375,17900
1993-06-11,25.140216827392578,45.09375,45.15625,44.90625,45.0625,647400
1993-06-14,25.10537338256836,45.03125,45.1875,45.03125,45.15625,64200
1993-06-15,25.053091049194336,44.9375,45.125,44.9375,45.09375,142400
1993-06-16,25.10537338256836,45.03125,45.03125,44.8125,44.9375,330900
1993-06-17,25.19246482849121,45.1875,45.1875,45.03125,45.125,37400
1993-06-18,24.98501205444336,44.5,44.84375,44.5,44.84375,58500
1993-06-21,25.03764533996582,44.59375,44.625,44.53125,44.625,29300
1993-06-22,25.055198669433594,44.625,44.65625,44.5625,44.65625,137500
1993-06-23,24.82710838317871,44.21875,44.625,44.21875,44.625,227600
1993-06-24,25.160478591918945,44.8125,44.8125,44.34375,44.34375,243700
1993-06-25,25.142927169799805,44.78125,44.90625,44.75,44.78125,44800
1993-06-28,25.423646926879883,45.28125,45.28125,44.9375,45.0,439900
1993-06-29,25.300840377807617,45.0625,45.21875,45.0,45.21875,207500
1993-06-30,25.300840377807617,45.0625,45.21875,45.0,45.125,437600
1993-07-01,25.230648040771484,44.9375,45.125,44.875,45.125,605700
1993-07-02,25.090299606323242,44.6875,44.8125,44.53125,44.78125,285400
1993-07-06,24.82710838317871,44.21875,44.75,44.15625,44.625,246400
1993-07-07,24.897287368774414,44.34375,44.40625,44.1875,44.1875,343700
1993-07-08,25.17801856994629,44.84375,44.9375,44.3125,44.375,248200
1993-07-09,25.24820327758789,44.96875,44.96875,44.75,44.84375,378200
1993-07-12,25.230648040771484,44.9375,44.96875,44.84375,44.90625,373700
1993-07-13,25.213115692138672,44.90625,45.09375,44.65625,44.96875,389600
1993-07-14,25.300840377807617,45.0625,45.1875,44.90625,44.9375,617300
1993-07-15,25.195560455322266,44.875,45.03125,44.78125,45.03125,443800
1993-07-16,25.12537384033203,44.75,44.9375,44.6875,44.90625,216400
1993-07-19,25.107847213745117,44.71875,44.75,44.59375,44.75,188200
1993-07-20,25.17801856994629,44.84375,44.84375,44.46875,44.6875,68500
1993-07-21,25.160478591918945,44.8125,44.8125,44.65625,44.78125,142700
1993-07-22,24.98501205444336,44.5,44.8125,44.5,44.75,632400
1993-07-23,25.107847213745117,44.71875,44.71875,44.5625,44.59375,286200
1993-07-26,25.24820327758789,44.96875,45.0625,44.84375,44.84375,121300
1993-07-27,25.230648040771484,44.9375,45.03125,44.78125,45.0,92800
1993-07-28,25.17801856994629,44.84375,44.9375,44.78125,44.84375,30800
1993-07-29,25.31838607788086,45.09375,45.21875,44.875,44.9375,331000
1993-07-30,25.17801856994629,44.84375,45.09375,44.78125,45.09375,75300
1993-08-02,25.24820327758789,44.96875,45.125,44.90625,44.90625,41300
1993-08-03,25.265743255615234,45.0,45.1875,44.84375,45.0625,81600
1993-08-04,25.265743255615234,45.0,45.09375,44.875,45.0,434000
1993-08-05,25.213115692138672,44.90625,45.0,44.84375,45.0,36800
1993-08-06,25.24820327758789,44.96875,45.0625,44.90625,45.03125,402300
1993-08-09,25.388559341430664,45.21875,45.34375,45.0,45.09375,828200
1993-08-10,25.371023178100586,45.1875,45.21875,45.125,45.1875,604900
1993-08-11,25.371023178100586,45.1875,45.3125,45.15625,45.15625,542200
1993-08-12,25.300840377807617,45.0625,45.3125,44.90625,45.3125,303700
1993-08-13,25.33592987060547,45.125,45.15625,45.09375,45.09375,103500
1993-08-16,25.476293563842773,45.375,45.5,45.15625,45.15625,241800
1993-08-17,25.56402015686035,45.53125,45.53125,45.34375,45.34375,369300
1993-08-18,25.70438003540039,45.78125,45.875,45.65625,45.6875,414300
1993-08-19,25.70438003540039,45.78125,45.8125,45.71875,45.8125,28500
1993-08-20,25.721933364868164,45.8125,45.8125,45.65625,45.6875,80700
1993-08-23,25.66932487487793,45.71875,45.75,45.625,45.625,15600
1993-08-24,25.950027465820312,46.21875,46.21875,45.71875,45.71875,273400
1993-08-25,25.967578887939453,46.25,46.4375,46.15625,46.21875,242300
1993-08-26,25.985107421875,46.28125,46.53125,46.09375,46.28125,120000
1993-08-27,25.967578887939453,46.25,46.25,46.15625,46.15625,25700
1993-08-30,26.072860717773438,46.4375,46.5,46.28125,46.28125,183500
1993-08-31,26.143037796020508,46.5625,46.5625,46.34375,46.40625,66500
1993-09-01,26.107940673828125,46.5,46.59375,46.40625,46.40625,136500
1993-09-02,26.020217895507812,46.34375,46.59375,46.3125,46.53125,472400
1993-09-03,26.037769317626953,46.375,46.4375,46.25,46.3125,630500
1993-09-07,25.86229133605957,46.0625,46.4375,46.0,46.375,196400
1993-09-08,25.774585723876953,45.90625,46.0625,45.59375,46.0625,269900
1993-09-09,25.827207565307617,46.0,46.03125,45.71875,45.71875,239200
1993-09-10,26.05529022216797,46.40625,46.4375,46.0625,46.125,106500
1993-09-13,26.072860717773438,46.4375,46.5625,46.4375,46.5625,66900
1993-09-14,25.967578887939453,46.25,46.3125,46.09375,46.3125,184500
1993-09-15,26.037769317626953,46.375,46.40625,45.90625,46.0625,101000
1993-09-16,25.932483673095703,46.1875,46.34375,46.15625,46.3125,54300
1993-09-17,25.882205963134766,45.8125,45.90625,45.75,45.875,200900
1993-09-20,25.670345306396484,45.4375,45.96875,45.4375,45.875,57800
1993-09-21,25.58204460144043,45.28125,45.5625,44.8125,45.5,318200
1993-09-22,25.793930053710938,45.65625,45.71875,45.375,45.4375,439700
1993-09-23,25.9351806640625,45.90625,45.9375,45.71875,45.78125,88500
1993-09-24,25.864540100097656,45.78125,45.875,45.71875,45.84375,53500
1993-09-27,26.147014617919922,46.28125,46.28125,46.125,46.125,274600
1993-09-28,26.09406089782715,46.1875,46.3125,46.15625,46.3125,158300
1993-09-29,26.00579261779785,46.03125,46.3125,45.96875,46.1875,221000
1993-09-30,25.952808380126953,45.9375,46.125,45.84375,46.03125,99300
1993-10-01,26.07640266418457,46.15625,46.21875,45.8125,45.875,22700
1993-10-04,26.111722946166992,46.21875,46.21875,46.09375,46.21875,1038500
1993-10-05,26.07640266418457,46.15625,46.3125,46.0,46.3125,436500
1993-10-06,26.05875587463379,46.125,46.375,46.125,46.1875,209200
1993-10-07,25.98813247680664,46.0,46.1875,45.96875,46.1875,59400
1993-10-08,26.02342414855957,46.0625,46.15625,45.71875,46.125,54400
1993-10-11,26.07640266418457,46.15625,46.25,46.15625,46.15625,467100
1993-10-12,26.111722946166992,46.21875,46.25,46.1875,46.21875,26200
1993-10-13,26.111722946166992,46.21875,46.25,46.15625,46.25,139100
1993-10-14,26.447154998779297,46.8125,46.8125,46.28125,46.40625,108100
1993-10-15,26.588403701782227,47.0625,47.15625,46.90625,47.03125,1502500
1993-10-18,26.517776489257812,46.9375,47.03125,46.875,47.03125,722400
1993-10-19,26.323564529418945,46.59375,46.96875,46.59375,46.875,880100
1993-10-20,26.35888671875,46.65625,46.75,46.5625,46.75,230400
1993-10-21,26.323564529418945,46.59375,46.6875,46.53125,46.6875,56200
1993-10-22,26.20000648498535,46.375,46.84375,46.375,46.65625,390700
1993-10-25,26.27061653137207,46.5,46.5625,46.28125,46.40625,114500
1993-10-26,26.252948760986328,46.46875,46.5,46.3125,46.46875,186200
1993-10-27,26.27061653137207,46.5,46.53125,46.40625,46.40625,118400
1993-10-28,26.46480941772461,46.84375,46.96875,46.5625,46.5625,129600
1993-10-29,26.46480941772461,46.84375,46.875,46.78125,46.8125,80700
1993-11-01,26.535429000854492,46.96875,47.0,46.78125,46.78125,36400
1993-11-02,26.517776489257812,46.9375,47.0,46.65625,46.90625,262100
1993-11-03,26.182348251342773,46.34375,46.90625,46.125,46.90625,479100
1993-11-04,25.89985466003418,45.84375,46.34375,45.8125,46.34375,130400
1993-11-05,26.02342414855957,46.0625,46.0625,45.53125,45.71875,363200
1993-11-08,26.05875587463379,46.125,46.25,45.96875,46.09375,367600
1993-11-09,26.07640266418457,46.15625,46.46875,46.125,46.4375,246900
1993-11-10,26.27061653137207,46.5,46.5,46.03125,46.15625,46500
1993-11-11,26.20000648498535,46.375,46.625,46.34375,46.5,88900
1993-11-12,26.323564529418945,46.59375,46.75,46.4375,46.46875,108200
1993-11-15,26.305936813354492,46.5625,46.6875,46.4375,46.6875,243300
1993-11-16,26.42951011657715,46.78125,46.8125,46.46875,46.65625,492600
1993-11-17,26.288257598876953,46.53125,46.8125,46.40625,46.8125,39600
1993-11-18,26.217636108398438,46.40625,46.5625,46.28125,46.46875,240800
1993-11-19,26.164688110351562,46.3125,46.375,46.21875,46.25,106000
1993-11-22,26.00579261779785,46.03125,46.21875,45.875,46.1875,165300
1993-11-23,26.147014617919922,46.28125,46.3125,46.03125,46.28125,89700
1993-11-24,26.252948760986328,46.46875,46.5,46.34375,46.40625,77200
1993-11-26,26.27061653137207,46.5,46.59375,46.46875,46.59375,1019800
1993-11-29,26.164688110351562,46.3125,46.71875,46.3125,46.625,517500
1993-11-30,26.182348251342773,46.34375,46.5625,46.25,46.28125,230000
1993-12-01,26.217636108398438,46.40625,46.625,46.40625,46.59375,379200
1993-12-02,26.288257598876953,46.53125,46.5625,46.40625,46.5,352000
1993-12-03,26.394207000732422,46.71875,46.71875,46.5,46.5,306000
1993-12-06,26.482460021972656,46.875,46.9375,46.78125,46.78125,99500
1993-12-07,26.46480941772461,46.84375,46.90625,46.78125,46.875,88800
1993-12-08,26.46480941772461,46.84375,46.84375,46.78125,46.84375,146700
1993-12-09,26.37653160095215,46.6875,46.90625,46.625,46.84375,416500
1993-12-10,26.323564529418945,46.59375,46.71875,46.5,46.71875,412900
1993-12-13,26.482460021972656,46.875,46.875,46.53125,46.59375,273200
1993-12-14,26.288257598876953,46.53125,46.90625,46.53125,46.90625,41900
1993-12-15,26.252948760986328,46.46875,46.625,46.46875,46.59375,82600
1993-12-16,26.341218948364258,46.625,46.65625,46.5625,46.65625,78200
1993-12-17,26.486007690429688,46.5625,46.59375,46.375,46.40625,104700
1993-12-20,26.521533966064453,46.625,46.65625,46.5,46.53125,68800
1993-12-21,26.432659149169922,46.46875,46.5625,46.40625,46.5625,205700
1993-12-22,26.610416412353516,46.78125,46.8125,46.5,46.59375,410300
1993-12-23,26.592649459838867,46.75,46.84375,46.6875,46.75,533800
1993-12-27,26.73485565185547,47.0,47.0,46.75,46.75,447100
1993-12-28,26.788185119628906,47.09375,47.125,46.9375,46.96875,880600
1993-12-29,26.752635955810547,47.03125,47.15625,47.0,47.125,266700
1993-12-30,26.64597511291504,46.84375,47.0,46.75,47.0,219900
1993-12-31,26.50377082824707,46.59375,47.0,46.5625,46.9375,312900
1994-01-03,26.432659149169922,46.46875,46.65625,46.40625,46.59375,960900
1994-01-04,26.53931427001953,46.65625,46.65625,46.46875,46.53125,164300
1994-01-05,26.592649459838867,46.75,46.78125,46.53125,46.71875,710900
1994-01-06,26.592649459838867,46.75,46.84375,46.6875,46.8125,201000
1994-01-07,26.752635955810547,47.03125,47.0625,46.71875,46.84375,775500
1994-01-10,27.072580337524414,47.59375,47.59375,46.96875,47.09375,593700
1994-01-11,27.019268035888672,47.5,47.5625,47.34375,47.5625,295200
1994-01-12,26.930389404296875,47.34375,47.53125,47.1875,47.53125,158400
1994-01-13,26.859294891357422,47.21875,47.3125,47.15625,47.21875,244300
1994-01-14,26.96595001220703,47.40625,47.5,47.375,47.375,137200
1994-01-17,26.96595001220703,47.40625,47.46875,47.3125,47.40625,17700
1994-01-18,27.00149154663086,47.46875,47.53125,47.375,47.46875,166400
1994-01-19,26.930389404296875,47.34375,47.46875,47.25,47.40625,200800
1994-01-20,27.00149154663086,47.46875,47.5,47.375,47.40625,281100
1994-01-21,26.948162078857422,47.375,47.53125,47.34375,47.53125,85600
1994-01-24,26.841506958007812,47.1875,47.5625,47.1875,47.34375,373800
1994-01-25,26.841506958007812,47.1875,47.25,47.09375,47.21875,310400
1994-01-26,26.91262435913086,47.3125,47.34375,47.125,47.1875,145100
1994-01-27,27.161470413208008,47.75,47.8125,47.34375,47.40625,344500
1994-01-28,27.23259162902832,47.875,48.03125,47.875,47.9375,356500
1994-01-31,27.428119659423828,48.21875,48.3125,48.0,48.0625,313800
1994-02-01,27.285911560058594,47.96875,48.15625,47.90625,48.15625,303600
1994-02-02,27.463665008544922,48.28125,48.28125,48.09375,48.125,307600
1994-02-03,27.339235305786133,48.0625,48.1875,47.90625,48.1875,466100
1994-02-04,26.717079162597656,46.96875,48.125,46.96875,48.0625,1403200
1994-02-07,26.841506958007812,47.1875,47.3125,46.84375,46.84375,516400
1994-02-08,26.859294891357422,47.21875,47.28125,47.03125,47.28125,188200
1994-02-09,26.96595001220703,47.40625,47.4375,47.1875,47.25,144600
1994-02-10,26.73485565185547,47.0,47.40625,47.0,47.375,883900
1994-02-11,26.82372283935547,47.15625,47.28125,46.8125,47.03125,519400
1994-02-14,26.859294891357422,47.21875,47.375,47.0,47.0625,2742100
1994-02-15,27.00149154663086,47.46875,47.5,47.25,47.3125,374700
1994-02-16,26.983728408813477,47.4375,47.53125,47.34375,47.53125,287600
1994-02-17,26.82372283935547,47.15625,47.6875,47.03125,47.65625,342400
1994-02-18,26.66376304626465,46.875,47.21875,46.75,47.1875,313300
1994-02-22,26.930389404296875,47.34375,47.34375,47.0,47.0,154500
1994-02-23,26.859294891357422,47.21875,47.4375,47.0625,47.40625,391700
1994-02-24,26.50377082824707,46.59375,47.0625,46.5625,47.0625,770800
1994-02-25,26.628204345703125,46.8125,46.8125,46.5625,46.65625,531300
1994-02-28,26.628204345703125,46.8125,47.0625,46.8125,46.9375,333000
1994-03-01,26.521533966064453,46.625,46.90625,46.375,46.8125,423600
1994-03-02,26.55708885192871,46.6875,46.6875,45.90625,46.03125,581500
1994-03-03,26.486007690429688,46.5625,46.625,46.4375,46.625,223200
1994-03-04,26.55708885192871,46.6875,46.8125,46.40625,46.5625,595800
1994-03-07,26.69930648803711,46.9375,47.0,46.84375,46.84375,539800
1994-03-08,26.592649459838867,46.75,46.96875,46.6875,46.96875,880300
1994-03-09,26.717079162597656,46.96875,47.0,46.59375,46.8125,2500100
1994-03-10,26.50377082824707,46.59375,46.9375,46.4375,46.9375,207400
1994-03-11,26.64597511291504,46.84375,46.90625,46.40625,46.65625,576600
1994-03-14,26.681529998779297,46.90625,47.03125,46.84375,47.03125,345900
1994-03-15,26.66376304626465,46.875,47.09375,46.84375,47.0,748600
1994-03-16,26.877059936523438,47.25,47.25,46.78125,46.9375,455500
1994-03-17,26.877059936523438,47.25,47.3125,47.09375,47.09375,133000
1994-03-18,26.871185302734375,46.96875,47.03125,46.71875,46.75,365500
1994-03-21,26.79969024658203,46.84375,46.9375,46.71875,46.8125,324800
1994-03-22,26.871185302734375,46.96875,47.0625,46.75,46.84375,435700
1994-03-23,26.853315353393555,46.9375,47.0625,46.90625,46.9375,698500
1994-03-24,26.53150749206543,46.375,46.84375,46.15625,46.75,1200500
1994-03-25,26.281211853027344,45.9375,46.53125,45.9375,46.40625,100900
1994-03-28,26.316970825195312,46.0,46.0625,45.59375,46.0,1117200
1994-03-29,25.79850196838379,45.09375,46.03125,45.09375,46.0,338400
1994-03-30,25.440933227539062,44.46875,45.25,44.46875,45.125,1123900
1994-03-31,25.512441635131836,44.59375,44.6875,43.53125,44.46875,788800
1994-04-04,25.119129180908203,43.90625,44.03125,43.34375,43.34375,2627300
1994-04-05,25.637584686279297,44.8125,44.8125,44.34375,44.34375,1179000
1994-04-06,25.637584686279297,44.8125,44.90625,44.5,44.875,516500
1994-04-07,25.762737274169922,45.03125,45.125,44.53125,44.78125,666100
1994-04-08,25.566082000732422,44.6875,44.9375,44.46875,44.9375,242400
1994-04-11,25.673349380493164,44.875,45.0625,44.703125,44.8125,203300
1994-04-12,25.637584686279297,44.8125,45.0,44.71875,44.921875,1409200
1994-04-13,25.503501892089844,44.578125,44.90625,44.25,44.796875,364100
1994-04-14,25.512441635131836,44.59375,44.828125,44.40625,44.5,419900
1994-04-15,25.512441635131836,44.59375,44.78125,44.515625,44.578125,387300
1994-04-18,25.342607498168945,44.296875,44.765625,44.15625,44.640625,369100
1994-04-19,25.378358840942383,44.359375,44.53125,43.984375,44.25,472200
1994-04-20,25.351537704467773,44.3125,44.515625,44.078125,44.40625,508000
1994-04-21,25.69122314453125,44.90625,44.96875,44.34375,44.5,200300
1994-04-22,25.664413452148438,44.859375,45.046875,44.734375,45.015625,301800
1994-04-25,25.932594299316406,45.328125,45.359375,44.84375,44.84375,394600
1994-04-26,25.90576171875,45.28125,45.34375,45.1875,45.265625,399000
1994-04-28,25.718053817749023,44.953125,45.25,44.8125,45.1875,287000
1994-04-29,25.79850196838379,45.09375,45.15625,44.8125,44.875,481900
1994-05-02,25.95940589904785,45.375,45.71875,44.9375,45.09375,275000
1994-05-03,25.932594299316406,45.328125,45.40625,45.0625,45.390625,183400
1994-05-04,25.88789176940918,45.25,45.421875,45.078125,45.421875,401900
1994-05-05,25.85212516784668,45.1875,45.375,45.1875,45.296875,659800
1994-05-06,25.601837158203125,44.75,44.96875,44.59375,44.96875,216300
1994-05-09,25.378358840942383,44.359375,44.75,44.28125,44.625,499300
1994-05-10,25.575027465820312,44.703125,44.84375,44.546875,44.578125,583400
1994-05-11,25.342607498168945,44.296875,44.71875,44.171875,44.65625,210600
1994-05-12,25.467748641967773,44.515625,44.625,44.40625,44.578125,305200
1994-05-13,25.467748641967773,44.515625,44.640625,44.296875,44.640625,321300
1994-05-16,25.476686477661133,44.53125,44.75,44.515625,44.609375,450400
1994-05-17,25.85212516784668,45.1875,45.1875,44.5,44.5625,470200
1994-05-18,26.039854049682617,45.515625,45.6875,45.015625,45.21875,824800
1994-05-19,26.16501808166504,45.734375,45.859375,45.421875,45.421875,531000
1994-05-20,26.06668472290039,45.5625,45.6875,45.5,45.65625,370400
1994-05-23,26.021976470947266,45.484375,45.53125,45.34375,45.515625,262700
1994-05-24,26.12924575805664,45.671875,45.84375,45.609375,45.609375,549600
1994-05-25,26.20075225830078,45.796875,45.828125,45.34375,45.5,738200
1994-05-26,26.218645095825195,45.828125,45.9375,45.734375,45.78125,369600
1994-05-27,26.245450973510742,45.875,45.875,45.671875,45.75,162000
1994-05-31,26.209701538085938,45.8125,45.90625,45.65625,45.734375,160000
1994-06-01,26.32590103149414,46.015625,46.015625,45.5625,45.703125,200500
1994-06-02,26.29909324645996,45.96875,46.046875,45.890625,46.046875,55100
1994-06-03,26.451053619384766,46.234375,46.390625,45.859375,46.0,550400
1994-06-06,26.442119598388672,46.21875,46.46875,46.1875,46.328125,99300
1994-06-07,26.40635871887207,46.15625,46.21875,46.03125,46.140625,120600
1994-06-08,26.19182014465332,45.78125,46.265625,45.78125,46.265625,131900
1994-06-09,26.334842681884766,46.03125,46.03125,45.890625,45.984375,80500
1994-06-10,26.379545211791992,46.109375,46.203125,46.078125,46.078125,83100
1994-06-13,26.41530990600586,46.171875,46.1875,46.03125,46.046875,109700
1994-06-14,26.620901107788086,46.53125,46.546875,46.3125,46.3125,161000
1994-06-15,26.513635635375977,46.34375,46.5625,46.3125,46.546875,142800
1994-06-16,26.56727409362793,46.4375,46.46875,46.296875,46.34375,44000
1994-06-17,26.41897201538086,45.875,46.203125,45.8125,46.15625,403800
1994-06-20,26.194011688232422,45.484375,45.625,45.4375,45.546875,137400
1994-06-21,25.969058990478516,45.09375,45.453125,44.90625,45.453125,139200
1994-06-22,26.068042755126953,45.265625,45.421875,45.171875,45.21875,279900
1994-06-23,25.915061950683594,45.0,45.40625,44.9375,45.34375,922500
1994-06-24,25.37517738342285,44.0625,44.78125,44.0,44.78125,353800
1994-06-27,25.816082000732422,44.828125,44.828125,44.015625,44.234375,371200
1994-06-28,25.690109252929688,44.609375,44.84375,44.25,44.84375,5382300
1994-06-29,25.771100997924805,44.75,45.015625,44.625,44.671875,311800
1994-06-30,25.609130859375,44.46875,44.84375,44.3125,44.828125,271900
1994-07-01,25.663135528564453,44.5625,44.6875,44.375,44.6875,406900
1994-07-05,25.79808807373047,44.796875,44.859375,44.515625,44.65625,112000
1994-07-06,25.76209831237793,44.734375,44.8125,44.46875,44.625,174800
1994-07-07,25.870084762573242,44.921875,44.921875,44.6875,44.734375,66700
1994-07-08,25.8610782623291,44.90625,44.984375,44.625,44.640625,148400
1994-07-11,25.771100997924805,44.75,45.015625,44.53125,44.9375,124000
1994-07-12,25.807083129882812,44.8125,44.828125,44.515625,44.765625,257300
1994-07-13,25.852083206176758,44.890625,45.03125,44.828125,44.828125,532700
1994-07-14,26.13103675842285,45.375,45.46875,45.078125,45.109375,494200
1994-07-15,26.140024185180664,45.390625,45.484375,45.328125,45.34375,49100
1994-07-18,26.18501853942871,45.46875,45.578125,45.390625,45.390625,72300
1994-07-19,26.13103675842285,45.375,45.5625,45.375,45.546875,609500
1994-07-20,26.014047622680664,45.171875,45.40625,45.0625,45.40625,185300
1994-07-21,26.068042755126953,45.265625,45.296875,45.078125,45.171875,86300
